key,text_wo_stopfreq,text_stemmed,NEWcolumn
LUCENE-6433,classifier getclasses apis return list classificationresult bytesref consistent generics used apis e g assignclass returns classificationresult classifier api use generics getclasses,class getclass ap return list classificationresult bytesref consist gen us ap e g assignclass return classificationresult class ap us gen getclass,SBR
LUCENE-6429,spin lucene error prone lead inconsistent document total term frequencies remove termquery term term int docfreq constructor,spin luc er pron lead inconsist docu tot term frequ remov termquery term term int docfreq construct,NSBR
LUCENE-6416,booleanquery extract terms filter clauses booleanquery extract terms scoring clauses,booleanquery extract term filt claus booleanquery extract term scor claus,NSBR
LUCENE-6415,termsquery inherits default impl extractterms throws unsupportedoperationexception termsquery extractterms throw uoe,termsquery inherit default impl extractterm throws unsupportedoperationexceiv termsquery extractterm throw uo,NSBR
LUCENE-6408,hit one branch x r noformat junit suite org apache lucene search testtermrangequery junit note reproduce ant test dtestcase testtermrangequery dtests method testautoprefixtermskickin dtests seed e c e dtests locale escr dtests timezone europe madrid dtests asserts true dtests file encoding utf junit error j testtermrangequery testautoprefixtermskickin junit throwable java lang outofmemoryerror gc overhead limit exceeded junit randomizedtesting seedinfo seed e c e ac f fa junit org apache lucene codecs blocktree autoprefixtermswriter prefixterm tobytesref autoprefixtermswriter java junit org apache lucene codecs blocktree autoprefixtermswriter prefixterm init autoprefixtermswriter java junit org apache lucene codecs blocktree autoprefixtermswriter saveprefix autoprefixtermswriter java junit org apache lucene codecs blocktree autoprefixtermswriter saveprefixes autoprefixtermswriter java junit org apache lucene codecs blocktree autoprefixtermswriter pushterm autoprefixtermswriter java junit org apache lucene codecs blocktree autoprefixtermswriter init autoprefixtermswriter java junit org apache lucene codecs blocktree blocktreetermswriter write blocktreetermswriter java junit org apache lucene codecs perfield perfieldpostingsformat fieldswriter write perfieldpostingsformat java junit org apache lucene index freqproxtermswriter flush freqproxtermswriter java junit org apache lucene index defaultindexingchain flush defaultindexingchain java junit org apache lucene index documentswriterperthread flush documentswriterperthread java junit org apache lucene index documentswriter doflush documentswriter java junit org apache lucene index documentswriter flushallthreads documentswriter java junit org apache lucene index indexwriter preparecommitinternal indexwriter java junit org apache lucene index indexwriter commitinternal indexwriter java junit org apache lucene index indexwriter commit indexwriter java junit org apache lucene index randomindexwriter maybecommit randomindexwriter java junit org apache lucene index randomindexwriter adddocument randomindexwriter java junit org apache lucene search testtermrangequery testautoprefixtermskickin testtermrangequery java noformat testautoprefixkicksin reproducable oom,hit on branch x r noform junit suit org apach luc search testtermrangequery junit not reproduc ant test dtestcas testtermrangequery dtest method testautoprefixtermskickin dtest see e c e dtest loc escr dtest timezon europ madrid dtest assert tru dtest fil encod utf junit er j testtermrangequery testautoprefixtermskickin junit throwable jav lang outofmemoryer gc overhead limit excess junit randomizedtest seedinfo see e c e ac f fa junit org apach luc codec blockt autoprefixtermswrit prefixterm tobytesref autoprefixtermswrit jav junit org apach luc codec blockt autoprefixtermswrit prefixterm init autoprefixtermswrit jav junit org apach luc codec blockt autoprefixtermswrit saveprefix autoprefixtermswrit jav junit org apach luc codec blockt autoprefixtermswrit saveprefix autoprefixtermswrit jav junit org apach luc codec blockt autoprefixtermswrit pushterm autoprefixtermswrit jav junit org apach luc codec blockt autoprefixtermswrit init autoprefixtermswrit jav junit org apach luc codec blockt blocktreetermswrit writ blocktreetermswrit jav junit org apach luc codec perfield perfieldpostingsform fieldswrit writ perfieldpostingsform jav junit org apach luc index freqproxtermswrit flush freqproxtermswrit jav junit org apach luc index defaultindexingchain flush defaultindexingchain jav junit org apach luc index documentswriterperthread flush documentswriterperthread jav junit org apach luc index documentswrit doflush documentswrit jav junit org apach luc index documentswrit flushallthread documentswrit jav junit org apach luc index indexwrit preparecommitintern indexwrit jav junit org apach luc index indexwrit commitintern indexwrit jav junit org apach luc index indexwrit commit indexwrit jav junit org apach luc index randomindexwrit maybecommit randomindexwrit jav junit org apach luc index randomindexwrit adddocu randomindexwrit jav junit org apach luc search testtermrangequery testautoprefixtermskickin testtermrangequery jav noform testautoprefixkicksin reproduc oom,SBR
LUCENE-6406,lucenetestcase overrides default query cache every test runs cache reproducible reset query cache finished consequence suite running runner inheriting lucenetestcase inherit dirty query cache lucenetestcase reset original query cache,lucenetestcas overrid default query cach every test run cach reproduc reset query cach fin consequ suit run run inherit lucenetestcas inherit dirty query cach lucenetestcas reset origin query cach,NSBR
LUCENE-6403,run smoketestrelease py rc stored subversion noformat python u dev tools scripts smoketestrelease py https dist apache org repos dist dev lucene lucene solr rc rev noformat got failure noformat test maven artifacts lucene solr get pom templates download artifacts retrying download url https dist apache org repos dist dev lucene lucene solr rc rev lucene maven org apache lucene analyzers common exception http error found failed open url https dist apache org repos dist dev lucene lucene solr rc rev lucene maven org apache lucene analyzers common traceback recent call last file dev tools scripts smoketestrelease py line load content urllib request urlopen urlstring read decode utf file users sarowe homebrew cellar python frameworks python framework versions lib python urllib request py line urlopen return opener open url data timeout file users sarowe homebrew cellar python frameworks python framework versions lib python urllib request py line open response meth req response file users sarowe homebrew cellar python frameworks python framework versions lib python urllib request py line httpresponse http request response code msg hdrs file users sarowe homebrew cellar python frameworks python framework versions lib python urllib request py line error return self callchain args file users sarowe homebrew cellar python frameworks python framework versions lib python urllib request py line callchain result func args file users sarowe homebrew cellar python frameworks python framework versions lib python urllib request py line httperrordefault raise httperror req fullurl code msg hdrs fp urllib error httperror http error found noformat smoketestrelease py fails rc stored subversion,run smoketestreleas py rc stor subvert noform python u dev tool scripts smoketestreleas py https dist apach org repo dist dev luc luc solr rc rev noform got fail noform test mav artifact luc solr get pom templ download artifact retry download url https dist apach org repo dist dev luc luc solr rc rev luc mav org apach luc analys common exceiv http er found fail op url https dist apach org repo dist dev luc luc solr rc rev luc mav org apach luc analys common traceback rec cal last fil dev tool scripts smoketestreleas py lin load cont urllib request urlop urlst read decod utf fil us sarow homebrew cell python framework python framework vert lib python urllib request py lin urlop return op op url dat timeout fil us sarow homebrew cell python framework python framework vert lib python urllib request py lin op respons meth req respons fil us sarow homebrew cell python framework python framework vert lib python urllib request py lin httpresponse http request respons cod msg hdrs fil us sarow homebrew cell python framework python framework vert lib python urllib request py lin er return self callchain arg fil us sarow homebrew cell python framework python framework vert lib python urllib request py lin callchain result funt arg fil us sarow homebrew cell python framework python framework vert lib python urllib request py lin httperrordefault rais httperror req fullurl cod msg hdrs fp urllib er httperror http er found noform smoketestreleas py fail rc stor subvert,NSBR
LUCENE-6395,memoryindex fails set term bytes seek ord hit lucene seeking term ord broken memoryindex,memoryindex fail set term byt seek ord hit luc seek term ord brok memoryindex,NSBR
LUCENE-6386,discovered ryan beasting trunk ant test dtestcase testindexwriterforcemerge dtests method testforcemergetempspaceusage dtests seed dc adb b dtests multiplier dtests nightly true dtests slow true dtests locale sr latn dtests timezone indian chagos dtests asserts true dtests file encoding us ascii noformat junit note reproduce ant test dtestcase testindexwriterforcemerge dtests method testforcemergetempspaceusage dtests seed dc adb b dtests multiplier dtests nightly true dtests slow true dtests locale sr latn dtests timezone indian chagos dtests asserts true dtests file encoding us ascii junit failure testindexwriterforcemerge testforcemergetempspaceusage junit throwable java lang assertionerror forcemerge used much temporary space starting usage bytes final usage bytes max temp usage x starting usage junit u scf junit u si junit inside compound file u fld junit inside compound file u inf junit inside compound file u len junit inside compound file u pst junit inside compound file u vec junit pst junit inf junit fld junit len junit vec junit si junit fld junit len junit pst junit inf junit vec junit si junit v fld junit v pst junit v inf junit v vec junit v si junit v len junit w len junit w pst junit w inf junit w fld junit w si junit w vec junit x vec junit x inf junit x pst junit x fld junit x si junit x len junit fld junit pst junit inf junit si junit vec junit len junit z fld junit z pst junit z inf junit z len junit z vec junit z si junit si junit fld junit pst junit inf junit vec junit len junit len junit si junit vec junit pst junit inf junit fld junit vec junit si junit len junit fld junit pst junit inf junit fld junit vec junit si junit pst junit inf junit len junit fld junit pst junit inf junit si junit vec junit len junit len junit vec junit si junit pst junit inf junit fld junit vec junit len junit fld junit si junit pst junit inf junit vec junit pst junit inf junit len junit si junit fld junit pst junit inf junit len junit vec junit si junit fld junit fld junit si junit len junit vec junit pst junit inf junit fld junit pst junit inf junit len junit vec junit si junit b fld junit b si junit b pst junit b inf junit b vec junit b len junit c vec junit c pst junit c inf junit c fld junit c len junit c si junit pst junit inf junit fld junit len junit vec junit si junit e fld junit e pst junit e inf junit e len junit e vec junit e si junit f fld junit f pst junit f inf junit f len junit f vec junit f si junit junit j si junit j scf junit inside compound file j fld junit inside compound file j inf junit inside compound file j len junit inside compound file j pst junit inside compound file j vec junit randomizedtesting seedinfo seed dc adb b c eb abbdc junit org apache lucene index testindexwriterforcemerge testforcemergetempspaceusage testindexwriterforcemerge java junit java lang thread run thread java junit note test params codec simpletext sim randomsimilarityprovider querynorm false coord id ib spl content dfr f b locale sr latn timezone indian chagos junit note linux generic amd oracle corporation ea bit cpus threads free total junit note tests run jvm testindexwriterforcemerge junit completed test failure failures noformat testindexwriterforcemerge still unreliable nightly,discov ryan beast trunk ant test dtestcas testindexwriterforcemerg dtest method testforcemergetempspaceus dtest see dc adb b dtest multiply dtest night tru dtest slow tru dtest loc sr latn dtest timezon ind chago dtest assert tru dtest fil encod us asci noform junit not reproduc ant test dtestcas testindexwriterforcemerg dtest method testforcemergetempspaceus dtest see dc adb b dtest multiply dtest night tru dtest slow tru dtest loc sr latn dtest timezon ind chago dtest assert tru dtest fil encod us asci junit fail testindexwriterforcemerg testforcemergetempspaceus junit throwable jav lang assertioner forcemerg us much temp spac start us byt fin us byt max temp us x start us junit u scf junit u si junit insid compound fil u fld junit insid compound fil u inf junit insid compound fil u len junit insid compound fil u pst junit insid compound fil u vec junit pst junit inf junit fld junit len junit vec junit si junit fld junit len junit pst junit inf junit vec junit si junit v fld junit v pst junit v inf junit v vec junit v si junit v len junit w len junit w pst junit w inf junit w fld junit w si junit w vec junit x vec junit x inf junit x pst junit x fld junit x si junit x len junit fld junit pst junit inf junit si junit vec junit len junit z fld junit z pst junit z inf junit z len junit z vec junit z si junit si junit fld junit pst junit inf junit vec junit len junit len junit si junit vec junit pst junit inf junit fld junit vec junit si junit len junit fld junit pst junit inf junit fld junit vec junit si junit pst junit inf junit len junit fld junit pst junit inf junit si junit vec junit len junit len junit vec junit si junit pst junit inf junit fld junit vec junit len junit fld junit si junit pst junit inf junit vec junit pst junit inf junit len junit si junit fld junit pst junit inf junit len junit vec junit si junit fld junit fld junit si junit len junit vec junit pst junit inf junit fld junit pst junit inf junit len junit vec junit si junit b fld junit b si junit b pst junit b inf junit b vec junit b len junit c vec junit c pst junit c inf junit c fld junit c len junit c si junit pst junit inf junit fld junit len junit vec junit si junit e fld junit e pst junit e inf junit e len junit e vec junit e si junit f fld junit f pst junit f inf junit f len junit f vec junit f si junit junit j si junit j scf junit insid compound fil j fld junit insid compound fil j inf junit insid compound fil j len junit insid compound fil j pst junit insid compound fil j vec junit randomizedtest seedinfo see dc adb b c eb abbdc junit org apach luc index testindexwriterforcemerg testforcemergetempspaceus testindexwriterforcemerg jav junit jav lang thread run thread jav junit not test param codec simpletext sim randomsimilarityprovid querynorm fals coord id ib spl cont dfr f b loc sr latn timezon ind chago junit not linux gen amd orac corp ea bit cpu threads fre tot junit not test run jvm testindexwriterforcemerg junit complet test fail fail noform testindexwriterforcemerg stil unrely night,NSBR
LUCENE-6385,testing nightly snapshots come across nullpointerexception highlighting nothing would highlighted happen noformat java lang nullpointerexception randomizedtesting seedinfo seed edc eb fa b e f fd org apache lucene search highlight weightedspantermextractor extractweightedspanterms weightedspantermextractor java org apache lucene search highlight weightedspantermextractor extract weightedspantermextractor java org apache lucene search highlight weightedspantermextractor getweightedspanterms weightedspantermextractor java org apache lucene search highlight queryscorer initextractor queryscorer java org apache lucene search highlight queryscorer init queryscorer java org apache lucene search highlight highlighter getbesttextfragments highlighter java org apache lucene search highlight highlighter getbestfragments highlighter java org apache lucene search highlight highlighter getbestfragment highlighter java org apache lucene search highlight highlighter getbestfragment highlighter java org apache lucene search highlight missestest testphrasequery missestest java noformat written small unit test used git bisect narrow regression following commit noformat commit e eefaefb fa f c b f ac author michael mccandless mikemccand apache org date tue mar lucene cutover spans disi reuse conjunctiondisi use two phased iteration git svn id https svn apache org repos asf lucene dev branches branch x f bb ffa edef noformat problem looks quite simple weightedspantermextractor extractweightedspanterms needs early return spanquery getspans returns null callers check unit test fix regressed commit attached nullpointerexception highlighter getbestfragment,test night snapshot com across nullpointerexceiv highlight noth would highlight hap noform jav lang nullpointerexceiv randomizedtest seedinfo see edc eb fa b e f fd org apach luc search highlight weightedspantermextract extractweightedspanterm weightedspantermextract jav org apach luc search highlight weightedspantermextract extract weightedspantermextract jav org apach luc search highlight weightedspantermextract getweightedspanterm weightedspantermextract jav org apach luc search highlight querysc initextract querysc jav org apach luc search highlight querysc init querysc jav org apach luc search highlight highlight getbesttextfr highlight jav org apach luc search highlight highlight getbestfr highlight jav org apach luc search highlight highlight getbestfr highlight jav org apach luc search highlight highlight getbestfr highlight jav org apach luc search highlight missestest testphrasequery missestest jav noform writ smal unit test us git bisect narrow regress follow commit noform commit e eefaefb fa f c b f ac auth michael mccandless mikemccand apach org dat tue mar luc cutov span dis reus conjunctiondis us two phas it git svn id https svn apach org repo asf luc dev branch branch x f bb ffa edef noform problem look quit simpl weightedspantermextract extractweightedspanterm nee ear return spanquery getsp return nul cal check unit test fix regress commit attach nullpointerexceiv highlight getbestfr,SBR
LUCENE-6381,build hung http build us elastic co job escore centos testreport junit org elasticsearch index engine internalenginetests testdeletesalonecantriggerrefresh one thread stalled documentswriterstallcontrol means bug somewhere thread un stalled many threads finished flushing segments think make simple defensive change instead wait waits forever notify wake wait time limit way concurrency bug like strikes hang forever cannot reproduce particular hang unique test uses positively minuscule kb iw buffer documentswriterstallcontrol wait time limit,build hung http build us elast co job esc cento testreport junit org elasticsearch index engin internalenginetest testdeletesalonecantriggerrefresh on thread stal documentswriterstallcontrol mean bug somewh thread un stal many threads fin flush seg think mak simpl defend chang instead wait wait forev not wak wait tim limit way concur bug lik strikes hang forev cannot reproduc particul hang un test us posit minusc kb iw buff documentswriterstallcontrol wait tim limit,SBR
LUCENE-6380,running addversion py release process leads following error dev lw projects lucenesolr python u dev tools scripts addversion py traceback recent call last file dev tools scripts addversion py line module main file dev tools scripts addversion py line main c readconfig file dev tools scripts addversion py line readconfig parser addargument version type version parse nameerror global name version definedfix addversion py import methods scriptutil correctly,run addvert py releas process lead follow er dev lw project lucenesolr python u dev tool scripts addvert py traceback rec cal last fil dev tool scripts addvert py lin mod main fil dev tool scripts addvert py lin main c readconfig fil dev tool scripts addvert py lin readconfig pars addargu vert typ vert pars nameer glob nam vert definedfix addvert py import method scriptutil correct,NSBR
LUCENE-6369,important query cache queries either immutable clone deeply cannot change put cache three issues need addressed mutable queries boolean phrase queries clone deeply queries wrap mutable objects termquery term filters inherit query default clone impl enough casesmake queries defensive clone deeply,import query cach query eith immut clon deeply cannot chang put cach three issu nee address mut query bool phrase query clon deeply query wrap mut object termquery term filt inherit query default clon impl enough casesmak query defend clon deeply,NSBR
LUCENE-6368,used save path method fst class bufferedoutputstream closed create dictionary possibility buffered data written fst save truncate output bufferedoutputstream may closed underlying stream,us sav path method fst class bufferedoutputstream clos cre dict poss buff dat writ fst sav trunt output bufferedoutputstream may clos und stream,NSBR
LUCENE-6357,include path name file name fsindexoutput tostring unhelpful,includ path nam fil nam fsindexoutput tost unhelp,NSBR
LUCENE-6348,using analyzer based uaxurlemail maximum token length characters expect analyzer discard text url beyond characters actual results yield ordinary terms tail end url example code curl xget http localhost myindex analyze analyzer uaxurlemailanalyzer hey check http edge org conversation yuvalnoahharari danielkahneman death optional light reading code results look like code tokens token hey startoffset endoffset type alphanum position token check startoffset endoffset type alphanum position token startoffset endoffset type alphanum position token http edge org conversation yuvalnoahharari danielkahneman startoffset endoffset type url position token eath startoffset endoffset type alphanum position token startoffset endoffset type alphanum position token optional startoffset endoffset type alphanum position token startoffset endoffset type alphanum position token startoffset endoffset type alphanum position token light startoffset endoffset type alphanum position token reading startoffset endoffset type alphanum position code term extracted url correct correctly truncated characters see analysis pipeline also creates three spurious terms eath optional come discarded portion url incorrect results uaxurlemail tokenizer,us analys bas uaxurlemail maxim tok leng charact expect analys discard text url beyond charact act result yield ordin term tail end url exampl cod curl xget http localhost myindex analys analys uaxurlemailanalys hey check http edg org convers yuvalnoahharar danielkahnem dea opt light read cod result look lik cod tok tok hey startoffset endoffset typ alphan posit tok check startoffset endoffset typ alphan posit tok startoffset endoffset typ alphan posit tok http edg org convers yuvalnoahharar danielkahnem startoffset endoffset typ url posit tok ea startoffset endoffset typ alphan posit tok startoffset endoffset typ alphan posit tok opt startoffset endoffset typ alphan posit tok startoffset endoffset typ alphan posit tok startoffset endoffset typ alphan posit tok light startoffset endoffset typ alphan posit tok read startoffset endoffset typ alphan posit cod term extract url correct correct trunt charact see analys pipelin also cre three spury term ea opt com discard port url incorrect result uaxurlemail tok,SBR
LUCENE-6343,part describes precision loss norm values missing character encoded input value example actually decoded missing character defaultsimilarity javadoc,part describ precid loss norm valu miss charact encod input valu exampl act decod miss charact defaultsimil javadoc,SBR
LUCENE-6329,currently use approximations disjunction scorer call score needsscores set false might run exceptions reason scores needed scorer maintain list scorers positioned current doc id eg end exhausted scorers list calling score ok even needsscores false,cur us approxim disjunct scor cal scor needssc set fals might run exceiv reason scor nee scor maintain list scor posit cur doc id eg end exhaust scor list cal scor ok ev needssc fals,NSBR
LUCENE-6328,rewrite process uses combination calls clone setboost boost order rewrite queries bit weird filters given originally designed care scoring using filter directly query fails unit tests today since filters pass queryutils checks expected cloning changing boost results instance unequal however existing filters take account getboost parameter inherited query test fails think would less error prone throw unsupportedoperationexception clone setboost filters disable check queryutils filters order keep rewriting working filters could rewrite csq around clone setboost would called csq make filter clone filter setboost throw unsupportedoperationexception,rewrit process us combin cal clon setboost boost ord rewrit query bit weird filt giv origin design car scor us filt direct query fail unit test today sint filt pass queryutil check expect clon chang boost result inst uneq howev ex filt tak account getboost paramet inherit query test fail think would less er pron throw unsupportedoperationexceiv clon setboost filt dis check queryutil filt ord keep rewrit work filt could rewrit csq around clon setboost would cal csq mak filt clon filt setboost throw unsupportedoperationexceiv,SBR
LUCENE-6321,oal index term term string field bytesref termbytes constructor even though warns term bytes reused wondering make defensive noformat p warning provided bytesref copied used directly therefore bytes modified construction example clone copy link bytesref deepcopyof rather pass reused bytes termsenum noformat example term queries query cache modified place would bad consequences would hard diagnose make oal index term defensive,oal index term term string field bytesref termbyt construct ev though warn term byt reus wond mak defend noform p warn provid bytesref cop us direct theref byt mod construct exampl clon cop link bytesref deepcopyof rath pass reus byt termsen noform exampl term query query cach mod plac would bad consequ would hard diagnos mak oal index term defend,SBR
LUCENE-6316,stack traces upon timeout http jenkins thetaphi de job lucene solr x linux console suggest evictions lruquerycache slow lruquerycache eviction slow,stack trac upon timeout http jenkin thetaph de job luc solr x linux consol suggest evict lruquerycach slow lruquerycach evict slow,NSBR
LUCENE-6311,mmapdir ramdir seem properly least simplefsdir niofsdir state given name opened within compound file indexinput tostring always confess inside compound file,mmapdir ramdir seem prop least simplefsdir niofsdir stat giv nam op within compound fil indexinput tost alway confess insid compound fil,NSBR
LUCENE-6306,call iw rollback iw asks running merges abort merges periodically check abort flags cooperative mechanism like thread interrupting java x trunk nice clean solution directory checks abort bit writes codec bother x call mergestate checkabort work noticed neither dvs norms call typically problem since merging dvs norms usually fast large merge many dvs norm fields could take non trivial time merge merging doc values norms abortable,cal iw rollback iw ask run merg abort merg period check abort flag coop mech lik thread interrupt jav x trunk nic cle solv direct check abort bit writ codec both x cal mergest checkabort work not neith dvs norm cal typ problem sint merg dvs norm us fast larg merg many dvs norm field could tak non triv tim merg merg doc valu norm abort,NSBR
LUCENE-6305,booleanquery equals sensitive order clauses added instance b would considered different b although generates matches scores booleanquery equals ignore clause order,booleanquery eq sensit ord claus ad inst b would consid diff b although gen match scor booleanquery eq ign claus ord,SBR
LUCENE-6299,e g pass already b docs either addindexes fail enforce properly iw private reservedocs refuse accept negative values iw deleteall fails set pendingnumdocs indexwriter enforcement b doc limits buggy,e g pass already b doc eith addindex fail enforc prop iw priv reservedoc refus acceiv neg valu iw deleteal fail set pendingnumdoc indexwrit enforc b doc limit buggy,SBR
LUCENE-6293,robert pointed http envisage project eu proving android java python sorting algorithm broken fix yesterday explains implementations timsort broken check timsorter timsort bug,robert point http env project eu prov android jav python sort algorithm brok fix yesterday explain impl timsort brok check timsort timsort bug,NSBR
LUCENE-6287,x index open x indexwriter first time something kicks merges concurrently committing possible index corrupt exceptions like noformat java nio file nosuchfileexception l tmp reruns testbackwardscompatibility x testmergeduringupgrade lucene index testbackwardscompatibility x f cccef manysegments si sun nio fs unixexception translatetoioexception unixexception java sun nio fs unixexception rethrowasioexception unixexception java sun nio fs unixexception rethrowasioexception unixexception java sun nio fs unixfilesystemprovider newfilechannel unixfilesystemprovider java java nio channels filechannel open filechannel java java nio channels filechannel open filechannel java org apache lucene store niofsdirectory openinput niofsdirectory java org apache lucene store filterdirectory openinput filterdirectory java org apache lucene codecs lucene x lucene xsegmentinforeader read lucene xsegmentinforeader java org apache lucene index segmentinfos read segmentinfos java org apache lucene index segmentinfos dobody segmentinfos java org apache lucene index segmentinfos findsegmentsfile run segmentinfos java org apache lucene index segmentinfos findsegmentsfile run segmentinfos java org apache lucene index segmentinfos read segmentinfos java org apache lucene index checkindex checkindex checkindex java org apache lucene util testutil checkindex testutil java org apache lucene util testutil checkindex testutil java org apache lucene store basedirectorywrapper close basedirectorywrapper java org apache lucene index testbackwardscompatibility x testmergeduringupgrade testbackwardscompatibility x java noformat back compat tests elasticsearch hit first thought maybe lucene cause still think fix debugging different concurrency bug lurking test case substantial beasting able reproduce bug yet fix think iw missing checkpoint writing new commit corrupt index missing si file first x commit x index,x index op x indexwrit first tim someth kick merg concur commit poss index corrupt exceiv lik noform jav nio fil nosuchfileexceiv l tmp rerun testbackwardscompat x testmergeduringupgrad luc index testbackwardscompat x f cccef manyseg si sun nio fs unixexceiv translatetoioexceiv unixexceiv jav sun nio fs unixexceiv rethrowasioexceiv unixexceiv jav sun nio fs unixexceiv rethrowasioexceiv unixexceiv jav sun nio fs unixfilesystemprovid newfilechannel unixfilesystemprovid jav jav nio channel filechannel op filechannel jav jav nio channel filechannel op filechannel jav org apach luc stor niofsdirect openinput niofsdirect jav org apach luc stor filterdirect openinput filterdirect jav org apach luc codec luc x luc xsegmentinforead read luc xsegmentinforead jav org apach luc index segmentinfo read segmentinfo jav org apach luc index segmentinfo dobody segmentinfo jav org apach luc index segmentinfo findsegmentsfil run segmentinfo jav org apach luc index segmentinfo findsegmentsfil run segmentinfo jav org apach luc index segmentinfo read segmentinfo jav org apach luc index checkindex checkindex checkindex jav org apach luc util testutil checkindex testutil jav org apach luc util testutil checkindex testutil jav org apach luc stor basedirectorywrap clos basedirectorywrap jav org apach luc index testbackwardscompat x testmergeduringupgrad testbackwardscompat x jav noform back comp test elasticsearch hit first thought mayb luc caus stil think fix debug diff concur bug lurk test cas subst beast abl reproduc bug yet fix think iw miss checkpoint writ new commit corrupt index miss si fil first x commit x index,SBR
LUCENE-6279,today first iw commit x index lucene x go per segment upgrade process writing next segmentsn file writing si files segment already however process fooled leftover nupgraded si file case app lucene careful reused directory leftover files think make robust x x si upgrade tricked leftover upgrade marker file,today first iw commit x index luc x go per seg upgrad process writ next segmentsn fil writ si fil seg already howev process fool leftov nupgrad si fil cas ap luc car reus direct leftov fil think mak robust x x si upgrad trick leftov upgrad mark fil,NSBR
LUCENE-6271,asking flags like offsets payloads docsandpositionsenum behavior always return enum even offsets payloads indexed would available enum present behavior carried postingsenum good however new positions flag different behavior positions available null returned instead postingsenum gives access freqs behavior confusing means special case asking positions ask know indexed sort defeats purpose unified postingsenum make positions behavior flags trickiest part maintaining backcompat docsandpositionsenum x think done postingsenum consistent flags behavior,ask flag lik offset payload docsandpositionsen behavy alway return en ev offset payload index would avail en pres behavy carry postingsen good howev new posit flag diff behavy posit avail nul return instead postingsen giv access freq behavy confus mean spec cas ask posit ask know index sort def purpos un postingsen mak posit behavy flag trickiest part maintain backcomp docsandpositionsen x think don postingsen consist flag behavy,SBR
LUCENE-6256,postingsenum nextpositions says positions exist nomorepositions returned first call actually refers docsenum nomoredocs changed since docsenum exist trunk least one impl blockdocsenum assert false inside nextposition means assertions turned e g test get assertion behavior return nomorepositions still going implementations also see multitermhighlighting returns integer maxvalue think clean implementations positions including maybe fake scorers copied around lot places return nomorepositions postingsenum impls respect documented behavior positions exist,postingsen nextposit say posit ex nomoreposit return first cal act ref docsen nomoredoc chang sint docsen ex trunk least on impl blockdocsen assert fals insid nextposit mean assert turn e g test get assert behavy return nomoreposit stil going impl also see multitermhighlight return integ maxvalu think cle impl posit includ mayb fak scor cop around lot plac return nomoreposit postingsen impl respect docu behavy posit ex,NSBR
LUCENE-6255,phrasequery behaves quite inconsistently position first term greater example noformat directory dir newdirectory randomindexwriter iw new randomindexwriter random dir fieldtype customtype new fieldtype textfield typenotstored customtype setomitnorms true field f new field body customtype document doc new document doc add f f setstringvalue one quick fox iw adddocument doc indexreader ir iw getreader iw close indexsearcher newsearcher ir phrasequery pq new phrasequery pq add new term body quick pq add new term body fox system println search pq totalhits pq new phrasequery pq add new term body quick pq add new term body fox system println search pq totalhits pq new phrasequery pq add new term body quick system println search pq totalhits pq new phrasequery pq add new term body quick pq add new term body fox pq setslop system println search pq totalhits ir close dir close noformat reason add term position p phrasequery exactphrasescorer ignores positions term less p inconsistent single term work anymore since rewrite term query regardless position term rd query increase slop use sloppyphrasescorer behaviour th query think two options either remove behaviour make positions provided phrasequery relative ie fix exactphrasescorer make work way across board means rewriting term query position fixing sloppyphrasescorer phrasequery inconsistencies,phrasequery behav quit inconsist posit first term gre exampl noform direct dir newdirect randomindexwrit iw new randomindexwrit random dir fieldtyp customtyp new fieldtyp textfield typenotst customtyp setomitnorm tru field f new field body customtyp docu doc new docu doc ad f f setstringvalu on quick fox iw adddocu doc indexread ir iw getread iw clos indexsearch newsearch ir phrasequery pq new phrasequery pq ad new term body quick pq ad new term body fox system println search pq totalhit pq new phrasequery pq ad new term body quick pq ad new term body fox system println search pq totalhit pq new phrasequery pq ad new term body quick system println search pq totalhit pq new phrasequery pq ad new term body quick pq ad new term body fox pq setslop system println search pq totalhit ir clos dir clos noform reason ad term posit p phrasequery exactphrasesc ign posit term less p inconsist singl term work anym sint rewrit term query regardless posit term rd query increas slop us sloppyphrasesc behavio th query think two opt eith remov behavio mak posit provid phrasequery rel ie fix exactphrasesc mak work way across board mean rewrit term query posit fix sloppyphrasesc phrasequery inconsist,NSBR
LUCENE-6249,first thought design uwe says bug sqp emits code standardqueryparser qp new standardqueryparser qp setdefaultoperator operator system println qp parse summary foo deffld system println qp parse summary foo deffld system println qp parse summary foo deffld system println qp parse summary foo deffld code code summary foo summary foo summary foo summary foo code standardqueryparser support pure negative clauses,first thought design uw say bug sqp emit cod standardquerypars qp new standardquerypars qp setdefaultop op system println qp pars sum foo deffld system println qp pars sum foo deffld system println qp pars sum foo deffld system println qp pars sum foo deffld cod cod sum foo sum foo sum foo sum foo cod standardquerypars support pur neg claus,SBR
LUCENE-6239,unnecessary risk remove stuff needed search engine ram calculator remove ramusageestimator unsafe calls,unnecess risk remov stuff nee search engin ram calc remov ramusageestim unsaf cal,SBR
